learning_rate,n_estimators,max_depth,training_time_sec,train_rmse,train_mae,train_mape,train_r2,test_rmse,test_mae,test_mape,test_r2
0.2,50,4,0.9448,14.05348729,3.64803795,0.0123236,0.89962594,16.05581471,3.57717104,0.00867416,0.17113212
0.2,50,5,1.0627,12.53320437,3.40868601,0.01063593,0.92016791,16.53205779,3.40750805,0.00840748,0.12123158
0.2,50,6,1.3329,10.85144323,3.13867225,0.0093834,0.94015495,15.44995551,2.99252132,0.00778364,0.23250584
0.2,50,7,1.4976,8.74091849,2.77730944,0.00764208,0.96117,17.70056147,4.053386,0.00939251,-0.00738319
0.2,50,8,1.7325,7.40444502,2.52910524,0.00667423,0.97213633,15.69266378,3.29121433,0.00823548,0.20820281
0.2,50,9,2.242,6.3273521,2.20841982,0.00551446,0.97965315,16.29641837,4.59192847,0.01023555,0.14610407
0.2,100,1,4.0136,16.41052575,4.61481636,0.01584889,0.86313316,15.25866564,3.83391634,0.00908124,0.25139327
0.2,100,2,1.2255,15.73350283,4.09019759,0.01446647,0.8741932,15.22542001,3.80151296,0.00903021,0.25465185
0.2,100,3,1.3413,14.60722753,3.78661672,0.0131855,0.89156017,18.17246886,4.62622763,0.01023126,-0.06181408
0.2,100,4,1.4296,12.60726109,3.50302656,0.01115891,0.91922169,16.64408053,3.55255175,0.00862849,0.109282
0.2,100,5,1.9582,10.41704147,3.2095577,0.00915988,0.94485044,17.20527635,3.60753647,0.00871406,0.0482039
0.2,100,6,1.9339,8.29881775,2.88402799,0.00743505,0.96499858,16.72457496,3.68364806,0.00882595,0.10064575
0.2,100,7,2.7244,6.3400451,2.47439347,0.00586041,0.97957143,18.62790543,4.64289383,0.01028616,-0.11570316
0.2,100,8,3.167,5.07607707,2.10246207,0.00478207,0.98690487,15.9218296,3.82403227,0.00906009,0.18490814
0.2,100,9,5.1734,3.83279528,1.71877948,0.00360353,0.99253406,16.46204726,4.93768908,0.01076587,0.12865869
0.2,200,1,1.6197,16.32733138,4.54946182,0.01582002,0.86451735,15.2994615,4.06634211,0.00943376,0.24738494
0.2,200,2,1.8695,15.16905029,3.97590972,0.01384442,0.88305813,17.90977445,4.67272096,0.01032703,-0.03133759
0.2,200,3,2.683,13.4735408,3.702404,0.01208364,0.9077393,20.24982261,4.92444773,0.01067484,-0.31844817
0.2,200,4,2.5041,10.80100062,3.32796412,0.009552,0.94071003,19.06272158,4.25370213,0.0096879,-0.16839697
0.2,200,5,3.2825,8.26227515,2.89071927,0.00767731,0.96530614,19.35951886,4.45744711,0.00999061,-0.20506295
0.2,200,6,4.193,6.14589331,2.46965983,0.00584396,0.98080345,17.33098571,4.17834899,0.00958586,0.03424461
0.2,200,7,4.7314,4.2364904,1.95614534,0.00404445,0.99087851,18.62554213,5.00218921,0.01083787,-0.11542008
0.2,200,8,6.1606,2.9122145,1.46893808,0.0029017,0.99568977,16.47052704,4.78784965,0.01053726,0.12776079
0.2,200,9,9.1452,2.02533882,1.03341967,0.00196369,0.99791528,16.53738993,5.23491206,0.01122675,0.12066462
0.2,500,1,5.8783,16.24211762,4.44056058,0.01562792,0.86592785,15.3152782,4.28803494,0.00977206,0.24582802
0.2,500,2,5.0789,14.43749611,3.89472822,0.01294745,0.8940656,23.84997406,5.83619765,0.01206735,-0.82892727
0.2,500,3,5.019,11.11212658,3.4772416,0.00995627,0.9372451,27.07667815,6.22593438,0.0126265,-1.35728113
