Model,Semua Variabel Signifikan,P-value Ljung Box,White Noise?,P-value Lillie Test,Distribusi Normal?,Training Time (s),RMSE Training,RMSE Testing,MAE Training,MAE Testing,MAPE Training,MAPE Testing,R² Training,R² Testing
"ARIMA(1, 0, 0)",Ya,0.0,Tidak,0.001,Tidak,3.62325478,21.15312819,30.32767111,5.60920671,25.51905072,0.01799416,4.18326733,0.77259372,-1.95732284
"ARIMA(2, 0, 0)",Ya,0.0,Tidak,0.001,Tidak,6.87261748,19.44228611,30.24958896,5.60874641,25.34738664,0.01787146,4.15688832,0.80789091,-1.94211449
"ARIMA(3, 0, 0)",Ya,0.0,Tidak,0.001,Tidak,5.1817944,19.34548307,30.22365299,5.66889503,25.29137395,0.01793999,4.14827718,0.80979917,-1.93707152
"ARIMA(4, 0, 0)",Tidak,0.0,Tidak,0.001,Tidak,6.49590898,19.34507039,30.22316726,5.66925643,25.29033974,0.01794008,4.14811826,0.80980728,-1.93697712
"ARIMA(5, 0, 0)",Tidak,0.0,Tidak,0.001,Tidak,5.57843113,19.34497104,30.22781941,5.67462263,25.30039162,0.01795093,4.14966371,0.80980923,-1.93788135
"ARIMA(6, 0, 0)",Tidak,0.0,Tidak,0.001,Tidak,8.01220465,19.34484942,30.22589336,5.67218514,25.29623867,0.01794656,4.14902507,0.80981163,-1.93750697
"ARIMA(7, 0, 0)",Tidak,0.0,Tidak,0.001,Tidak,7.53594851,19.34255754,30.21758448,5.66243652,25.27851746,0.01793035,4.14629983,0.80985669,-1.93589219
"ARIMA(8, 0, 0)",Tidak,0.0,Tidak,0.001,Tidak,12.74777222,19.33559996,30.2030818,5.6472773,25.24758254,0.01790548,4.14154239,0.80999345,-1.93307475
"ARIMA(9, 0, 0)",Tidak,0.0,Tidak,0.001,Tidak,11.18948579,19.32415015,30.18378963,5.62902879,25.20649232,0.01787423,4.13522446,0.81021842,-1.92932896
"ARIMA(10, 0, 0)",Tidak,0.0,Tidak,0.001,Tidak,14.72276711,19.31495222,30.16522145,5.61403753,25.16695874,0.01784832,4.12914667,0.81039904,-1.92572599
"ARIMA(11, 0, 0)",Tidak,0.118328,Ya,0.001,Tidak,17.76618981,19.30598078,30.14535437,5.60043984,25.12491541,0.01782459,4.12268389,0.81057513,-1.92187344
"ARIMA(12, 0, 0)",Tidak,0.555506,Ya,0.001,Tidak,21.21796584,19.29540135,30.12184821,5.58486427,25.07525767,0.01779841,4.11505201,0.81078268,-1.9173185
"ARIMA(13, 0, 0)",Tidak,0.510201,Ya,0.001,Tidak,20.63729072,19.28487264,30.09596254,5.56838038,25.02071631,0.01777166,4.10667188,0.81098912,-1.91230657
"ARIMA(14, 0, 0)",Tidak,0.470056,Ya,0.001,Tidak,26.74421763,19.27256335,30.06748955,5.55307494,24.96093,0.01774576,4.0974896,0.81123033,-1.90679866
"ARIMA(15, 0, 0)",Tidak,0.517033,Ya,0.001,Tidak,28.69926882,19.25902124,30.03409234,5.54158125,24.89060861,0.01772467,4.0866983,0.81149552,-1.90034484
"ARIMA(16, 0, 0)",Tidak,0.645319,Ya,0.001,Tidak,29.73686099,19.24848505,30.00157444,5.53185196,24.82225643,0.01770756,4.07621733,0.81170171,-1.89406784
"ARIMA(17, 0, 0)",Tidak,0.839896,Ya,0.001,Tidak,35.86090875,19.23454936,29.96156802,5.51946271,24.73838057,0.01768506,4.06336789,0.81197427,-1.88635464
"ARIMA(18, 0, 0)",Tidak,0.954688,Ya,0.001,Tidak,38.20913315,19.22464891,29.92507189,5.51033215,24.66199967,0.01766855,4.05167938,0.81216778,-1.87932719
"ARIMA(19, 0, 0)",Tidak,0.993527,Ya,0.001,Tidak,44.64602566,19.21620475,29.88934006,5.4997758,24.58736925,0.01764999,4.04027125,0.81233275,-1.87245522
"ARIMA(20, 0, 0)",Tidak,0.999902,Ya,0.001,Tidak,45.82961702,19.19774541,29.83964918,5.49179828,24.48292648,0.0176114,4.02433393,0.81269313,-1.86291227
"ARIMA(21, 0, 0)",Tidak,0.999892,Ya,0.001,Tidak,44.50373101,19.19770469,29.84046789,5.492077,24.48464002,0.01761171,4.02459515,0.81269392,-1.86306937
"ARIMA(22, 0, 0)",Tidak,0.999991,Ya,0.001,Tidak,58.8474009,19.19563221,29.82013543,5.49068713,24.44165052,0.01761056,4.01804608,0.81273436,-1.85916907
"ARIMA(23, 0, 0)",Tidak,1.0,Ya,0.001,Tidak,69.48843908,19.19296358,29.79726371,5.48822706,24.39339091,0.01760625,4.01070039,0.81278642,-1.85478485
"ARIMA(0, 0, 1)",Ya,0.0,Tidak,0.001,Tidak,14.96822357,31.2135716,30.44857356,20.76507153,25.74518193,0.04228441,4.21776276,0.50484612,-1.98094881
"ARIMA(0, 0, 2)",Ya,0.0,Tidak,0.001,Tidak,22.50867414,26.76298075,30.43742579,15.4670265,25.73212441,0.0338271,4.21581378,0.63598253,-1.97876645
"ARIMA(0, 0, 3)",Ya,0.0,Tidak,0.001,Tidak,30.4313767,24.50119732,30.43076956,12.73971386,25.72629077,0.02949633,4.21494317,0.69491007,-1.97746376
"ARIMA(0, 0, 4)",Ya,0.0,Tidak,0.001,Tidak,39.08567429,23.07956335,30.42454295,11.15089565,25.7196629,0.02695332,4.21395394,0.72928742,-1.97624542
"ARIMA(0, 0, 5)",Ya,0.0,Tidak,0.001,Tidak,44.15450764,22.12549068,30.41974557,10.1062155,25.71361681,0.02529869,4.21304333,0.75120647,-1.9753069
"ARIMA(0, 0, 6)",Ya,0.0,Tidak,0.001,Tidak,50.45866013,21.48537797,30.41518965,9.32999657,25.70630784,0.02404498,4.21194197,0.76539392,-1.97441575
"ARIMA(0, 0, 7)",Ya,0.0,Tidak,0.001,Tidak,61.34385467,21.04348099,30.40799614,8.76663646,25.69538398,0.02314361,4.21029787,0.77494513,-1.97300895
"ARIMA(0, 0, 8)",Ya,0.0,Tidak,0.001,Tidak,67.3393023,20.72665574,30.40469168,8.35361978,25.68956598,0.02245882,4.20940627,0.78167085,-1.97236283
"ARIMA(0, 0, 9)",Ya,0.0,Tidak,0.001,Tidak,79.75295019,20.49998317,30.40459076,8.02525526,25.68908078,0.02192119,4.20932997,0.78642015,-1.9723431
"ARIMA(0, 0, 10)",Ya,0.0,Tidak,0.001,Tidak,98.24758434,20.31744831,30.39978666,7.76166664,25.67935427,0.02149045,4.20786188,0.79020671,-1.97140388
"ARIMA(0, 0, 11)",Ya,0.0,Tidak,0.001,Tidak,100.47286654,20.17892198,30.39397694,7.55672578,25.66537924,0.02115796,4.20573358,0.79305774,-1.97026825
"ARIMA(0, 0, 12)",Ya,0.0,Tidak,0.001,Tidak,108.86078596,20.06141171,30.39055047,7.39505027,25.65676649,0.02088862,4.20440956,0.79546095,-1.96959858
"ARIMA(0, 0, 13)",Ya,0.0,Tidak,0.001,Tidak,143.24861622,19.96716895,30.38881819,7.25551606,25.65332823,0.02065419,4.20387699,0.79737816,-1.96926006
"ARIMA(0, 0, 14)",Ya,0.0,Tidak,0.001,Tidak,167.49415064,19.88867529,30.38740878,7.13701857,25.6510532,0.02045497,4.20353081,0.7989681,-1.96898464
"ARIMA(0, 0, 15)",Ya,0.0,Tidak,0.001,Tidak,155.73820543,19.81619263,30.38602143,7.01877468,25.64760452,0.02024896,4.20300495,0.80043072,-1.96871354
"ARIMA(0, 0, 16)",Ya,0.0,Tidak,0.001,Tidak,194.14087391,19.76550123,30.38555616,6.91712025,25.64548975,0.02006929,4.20267942,0.80145044,-1.96862263
"ARIMA(0, 0, 17)",Ya,0.0,Tidak,0.001,Tidak,217.49135971,19.72259357,30.38394079,6.81679164,25.64053301,0.01988592,4.20192442,0.80231154,-1.968307
"ARIMA(0, 0, 18)",Ya,0.0,Tidak,0.001,Tidak,238.32880139,19.70010793,30.38025563,6.73597765,25.63000481,0.01974453,4.20032276,0.80276205,-1.96758701
"ARIMA(0, 0, 19)",Ya,0.0,Tidak,0.001,Tidak,237.05471969,19.69163575,30.3773708,6.6852742,25.62255776,0.01968105,4.19918861,0.80293167,-1.96702345
"ARIMA(0, 0, 20)",Ya,0.0,Tidak,0.001,Tidak,301.8481226,19.64467843,30.37210283,6.62249634,25.60943305,0.01955597,4.19718358,0.80387042,-1.96599447
"ARIMA(0, 0, 21)",Ya,0.0,Tidak,0.001,Tidak,309.68553948,19.63277792,30.36918177,6.57420542,25.60319065,0.01947569,4.19622586,0.80410797,-1.96542399
"ARIMA(0, 0, 22)",Ya,0.0,Tidak,0.001,Tidak,389.10637498,19.62069468,30.36701405,6.53452476,25.59873158,0.01940898,4.19553624,0.80434902,-1.96500066
"ARIMA(0, 0, 23)",Ya,4e-06,Tidak,0.001,Tidak,341.78474212,19.60648459,30.36538487,6.50385949,25.59603939,0.01935612,4.19511114,0.80463232,-1.96468253
"ARIMA(0, 0, 24)",Ya,3.4e-05,Tidak,0.001,Tidak,452.67599344,19.59252537,30.36416471,6.47720078,25.59360466,0.01931062,4.19472346,0.80491041,-1.96444428
"ARIMA(0, 0, 25)",Ya,7.7e-05,Tidak,0.001,Tidak,446.44355917,19.57933094,30.36411445,6.45462987,25.59285733,0.01927032,4.19459207,0.80517309,-1.96443446
"ARIMA(0, 0, 26)",Ya,6.2e-05,Tidak,0.001,Tidak,525.58851075,19.55890303,30.36302585,6.43780394,25.58964491,0.01923592,4.19408889,0.80557941,-1.96422191
"ARIMA(0, 0, 27)",Ya,2e-05,Tidak,0.001,Tidak,556.78827143,19.54374517,30.35977977,6.42305929,25.5829651,0.0192137,4.19306634,0.80588064,-1.96358814
"ARIMA(0, 0, 28)",Ya,8e-06,Tidak,0.001,Tidak,592.12542605,19.52408433,30.35459898,6.40536774,25.57208772,0.01918389,4.19140514,0.80627101,-1.96257677
"ARIMA(0, 0, 29)",Ya,1.2e-05,Tidak,0.001,Tidak,713.94773293,19.5050198,30.34981421,6.38124337,25.56246828,0.01914477,4.18993607,0.80664917,-1.96164287
"ARIMA(0, 0, 30)",Ya,7.4e-05,Tidak,0.001,Tidak,813.58657026,19.48240721,30.34781881,6.35266178,25.56231035,0.01909783,4.18991033,0.80709722,-1.96125345
"ARIMA(0, 0, 31)",Ya,0.000634,Tidak,0.001,Tidak,783.72743964,19.45943852,30.34954214,6.32219642,25.57113967,0.01904491,4.19125861,0.80755179,-1.96158977
"ARIMA(1, 0, 0)",Ya,0.0,Tidak,0.001,Tidak,1.32871079,21.15312819,30.32767111,5.60920671,25.51905072,0.01799416,4.18326733,0.77259372,-1.95732284
"ARIMA(2, 0, 0)",Ya,0.0,Tidak,0.001,Tidak,1.23974109,19.44228611,30.24958896,5.60874641,25.34738664,0.01787146,4.15688832,0.80789091,-1.94211449
"ARIMA(3, 0, 0)",Ya,0.0,Tidak,0.001,Tidak,1.469239,19.34548307,30.22365299,5.66889503,25.29137395,0.01793999,4.14827718,0.80979917,-1.93707152
"ARIMA(4, 0, 0)",Tidak,0.0,Tidak,0.001,Tidak,3.08237267,19.34507039,30.22316726,5.66925643,25.29033974,0.01794008,4.14811826,0.80980728,-1.93697712
"ARIMA(1, 0, 1)",Ya,0.0,Tidak,0.001,Tidak,6.82563162,19.37230603,30.20458289,5.67270284,25.25035944,0.01793349,4.1419732,0.80927136,-1.93336631
"SARIMA(1, 0, 1)x(1, 0, 0, 24)",Ya,0.0,Tidak,0.001,Tidak,30.36087441,19.76879759,119.18357314,5.01965771,99.93176713,0.01678828,15.46291619,0.80138421,-44.67235621
"SARIMA(1, 0, 1)x(0, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,6.13883471,19.76889086,118.77995843,5.01884571,99.5692714,0.01678697,15.40790618,0.80138234,-44.36354149
"SARIMA(1, 0, 1)x(1, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,65.84522915,19.72359198,33.92026319,5.44341886,24.44989353,0.01749235,4.02194881,0.80229153,-2.699466
"ARIMA(1, 0, 2)",Ya,0.0,Tidak,0.001,Tidak,4.01212287,19.34578376,30.22042565,5.65832005,25.28444899,0.01792071,4.14721322,0.80979325,-1.93644431
"SARIMA(1, 0, 2)x(1, 0, 0, 24)",Ya,0.0,Tidak,0.001,Tidak,38.56394172,19.75701486,129.13166983,4.99348961,108.86479231,0.01675071,16.81859057,0.8016209,-52.61498
"SARIMA(1, 0, 2)x(0, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,7.62053084,19.75712048,128.72148338,4.99261498,108.49528478,0.01674931,16.76251259,0.80161878,-52.27490526
"SARIMA(1, 0, 2)x(1, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,39.48306155,19.71753648,52.06009524,5.33139468,40.49530268,0.01730958,6.45016162,0.80241291,-7.71426035
"ARIMA(1, 0, 3)",Ya,0.0,Tidak,0.001,Tidak,3.61272788,19.34615503,30.22826769,5.67267971,25.30135613,0.01794796,4.14981205,0.80978595,-1.93796849
"SARIMA(1, 0, 3)x(1, 0, 0, 24)",Ya,0.0,Tidak,0.001,Tidak,43.89918804,19.75440969,127.71593914,5.00106673,107.58636318,0.01676109,16.62457308,0.80167322,-51.44581235
"SARIMA(1, 0, 3)x(0, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,9.05859709,19.7545847,127.30224143,5.00006628,107.21379322,0.0167595,16.56803095,0.8016697,-51.10659749
"SARIMA(1, 0, 3)x(1, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,115.03461194,19.70991151,31.30741134,5.46939638,22.2122672,0.01753759,3.68357206,0.8025657,-2.15148274
"ARIMA(1, 0, 4)",Tidak,0.0,Tidak,0.001,Tidak,6.15681839,19.34488446,30.22434905,5.66770593,25.29290388,0.01793897,4.1485122,0.80981094,-1.93720681
"SARIMA(1, 0, 4)x(1, 0, 0, 24)",Tidak,0.0,Tidak,0.001,Tidak,61.14133716,19.73974192,117.38340397,5.03462773,98.33193157,0.01681435,15.22012758,0.80196762,-43.30308949
"SARIMA(1, 0, 4)x(0, 0, 1, 24)",Tidak,0.0,Tidak,0.001,Tidak,11.30398226,19.73981471,117.10696622,5.03395577,98.08325938,0.01681326,15.1823913,0.80196616,-43.09466777
"SARIMA(1, 0, 4)x(1, 0, 1, 24)",Tidak,0.0,Tidak,0.001,Tidak,72.51935291,19.69797,46.75306162,5.38426369,35.73753004,0.01739309,5.7296575,0.80280486,-6.02814521
"ARIMA(1, 0, 5)",Tidak,0.0,Tidak,0.001,Tidak,5.01429057,19.3346555,30.20295158,5.65237953,25.24720752,0.01790953,4.14148566,0.81001202,-1.93304946
"SARIMA(1, 0, 5)x(1, 0, 0, 24)",Ya,0.0,Tidak,0.001,Tidak,57.27622485,19.70421224,98.79947106,5.10955519,81.73244473,0.01693452,12.70136497,0.80267986,-30.38555793
"SARIMA(1, 0, 5)x(0, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,13.29195881,19.70429176,98.72376004,5.10956118,81.66391791,0.01693443,12.69096942,0.80267827,-30.33747422
"SARIMA(1, 0, 5)x(1, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,82.16204429,19.66215145,39.6954674,5.44842684,29.37784638,0.01749668,4.76717291,0.80352136,-4.06643475
"ARIMA(1, 0, 6)",Tidak,0.0,Tidak,0.001,Tidak,20.91340542,19.31631543,30.15369902,5.62945044,25.14262185,0.01786577,4.12540639,0.81037227,-1.9234913
"SARIMA(1, 0, 6)x(1, 0, 0, 24)",Tidak,0.0,Tidak,0.001,Tidak,66.07459259,19.65523606,78.72419189,5.20446315,63.89556431,0.01709026,9.99640045,0.80365955,-18.92677591
"SARIMA(1, 0, 6)x(0, 0, 1, 24)",Tidak,0.0,Tidak,0.001,Tidak,19.99094486,19.65534726,78.81397901,5.20416519,63.97442752,0.0170898,10.00835931,0.80365733,-18.97225591
"SARIMA(1, 0, 6)x(1, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,105.3185153,19.61697181,32.98385074,5.49903151,23.37486118,0.0175809,3.86027437,0.80442326,-2.49802837
"ARIMA(1, 0, 7)",Ya,0.0,Tidak,0.001,Tidak,21.79620481,19.28681195,30.03737305,5.59840873,24.89810597,0.01780566,4.08784997,0.8109511,-1.90097851
"SARIMA(1, 0, 7)x(1, 0, 0, 24)",Tidak,0.0,Tidak,0.001,Tidak,40.62878704,19.84237047,59.78103691,5.30857177,47.2684444,0.01722454,7.47583161,0.7999031,-10.49072686
"SARIMA(1, 0, 7)x(0, 0, 1, 24)",Tidak,0.0,Tidak,0.001,Tidak,22.08221698,19.60113243,57.99373819,5.28156669,45.58907438,0.01721987,7.22228697,0.80473897,-9.81391176
"SARIMA(1, 0, 7)x(1, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,114.49629831,19.56879935,26.75320352,5.52007095,17.90233815,0.01761852,3.03684245,0.80538262,-1.30129451
"ARIMA(1, 0, 8)",Ya,0.0,Tidak,0.001,Tidak,34.85480714,19.2581227,29.85624841,5.5654677,24.51959266,0.01774465,4.0299253,0.81151311,-1.86609833
"SARIMA(1, 0, 8)x(1, 0, 0, 24)",Tidak,0.0,Tidak,0.001,Tidak,83.23308158,19.55852202,42.33511194,5.31724319,31.80900686,0.01728259,5.13674345,0.80558699,-4.76264729
"SARIMA(1, 0, 8)x(0, 0, 1, 24)",Tidak,0.0,Tidak,0.001,Tidak,24.83520508,19.55854223,42.40892628,5.31717059,31.87405369,0.01728247,5.14658201,0.80558659,-4.78276
"SARIMA(1, 0, 8)x(1, 0, 1, 24)",Tidak,0.0,Tidak,0.001,Tidak,122.979316,19.53055529,23.12732923,5.51739067,15.13819868,0.01761748,2.62738342,0.80614257,-0.7197748
"ARIMA(1, 0, 9)",Ya,0.0,Tidak,0.001,Tidak,45.30769062,19.23659402,29.65155625,5.53296039,24.09147153,0.01768802,3.96481047,0.81193429,-1.82693354
"SARIMA(1, 0, 9)x(1, 0, 0, 24)",Tidak,0.0,Tidak,0.001,Tidak,153.62081432,19.52551218,33.89361191,5.35300234,24.47144077,0.01734382,4.02879158,0.80624268,-2.69365492
"SARIMA(1, 0, 9)x(0, 0, 1, 24)",Tidak,0.0,Tidak,0.001,Tidak,31.97711945,19.52917393,34.23624164,5.32749501,24.76324768,0.01730342,4.07270212,0.80617,-2.76871052
"SARIMA(1, 0, 9)x(1, 0, 1, 24)",Ya,0.0,Tidak,0.001,Tidak,124.13852382,19.50395599,22.10503329,5.50457844,14.97377693,0.01759975,2.61156125,0.80667026,-0.57109686
"ARIMA(1, 0, 10)",Ya,1e-06,Tidak,0.001,Tidak,55.42091799,19.21763097,29.43177606,5.50542595,23.63443628,0.01764353,3.89565836,0.81230489,-1.78518184
"SARIMA(1, 0, 10)x(1, 0, 0, 24)",Error,Error,Error,Error,Error,541.61297965,Error,Error,Error,Error,Error,Error,Error,Error
"SARIMA(1, 0, 10)x(0, 0, 1, 24)",Tidak,0.000000,Tidak,0.001000,Tidak,41.09750891,19.50525708,30.80199339,5.32829218,21.79180681,0.01731068,3.62497660,0.80664446,-2.05055080
"SARIMA(1, 0, 10)x(1, 0, 1, 24)",Ya,0.000000,Tidak,0.001000,Tidak,166.39982677,19.48143918,22.02523970,5.49193503,15.06369753,0.01758465,2.62999332,0.80711639,-0.55977481
"ARIMA(1, 0, 11)",Ya,0.023266,Tidak,0.001000,Tidak,52.41429162,19.20273930,29.19101777,5.47844764,23.13827253,0.01760101,3.82077648,0.81259567,-1.73980144
"SARIMA(1, 0, 11)x(1, 0, 0, 24)",Error,Error,Error,Error,Error,478.38775325,Error,Error,Error,Error,Error,Error,Error,Error
"SARIMA(1, 0, 11)x(0, 0, 1, 24)",Tidak,0.000064,Tidak,0.001000,Tidak,40.12691402,19.48651060,22.58695432,5.33679587,15.20436851,0.01733092,2.64339002,0.80701595,-0.64034788
"SARIMA(1, 0, 11)x(1, 0, 1, 24)",Ya,0.000051,Tidak,0.001000,Tidak,190.03422141,19.46342836,23.30555040,5.48781711,16.40804810,0.01758327,2.84881441,0.80747287,-0.74638239
"ARIMA(1, 0, 12)",Ya,0.212793,Ya,0.001000,Tidak,61.96695995,19.19286254,28.95446973,5.45719876,22.65696837,0.01756707,3.74816175,0.81278840,-1.69557764
"SARIMA(1, 0, 12)x(1, 0, 0, 24)",Error,Error,Error,Error,Error,288.0007143,Error,Error,Error,Error,Error,Error,Error,Error
"SARIMA(1, 0, 12)x(0, 0, 1, 24)",Tidak,0.011412,Tidak,0.001000,Tidak,49.65910316,19.47387382,24.48723258,5.32146329,16.27098088,0.01730864,2.79646476,0.80726617,-0.92796891
"SARIMA(1, 0, 12)x(1, 0, 1, 24)",Ya,0.008446,Tidak,0.001000,Tidak,253.62305021,19.45088724,22.53571090,5.47482239,15.13102428,0.01756490,2.65022638,0.80772090,-0.63291335
"ARIMA(1, 0, 13)",Ya,0.712359,Ya,0.001000,Tidak,82.09381914,19.18388182,28.71207361,5.44191736,22.18721846,0.01754181,3.67727768,0.81296355,-1.65063380
"SARIMA(1, 0, 13)x(1, 0, 0, 24)",Ya,0.000000,Tidak,0.001000,Tidak,198.51487613,25.33563313,32.13099005,9.56018940,26.21631446,0.02397384,4.35077054,0.67377534,-2.31947062
"SARIMA(1, 0, 13)x(0, 0, 1, 24)",Tidak,0.247088,Ya,0.001000,Tidak,48.79892063,19.46272063,23.11437442,5.32031912,15.25882766,0.01730835,2.64707339,0.80748687,-0.71784867
"SARIMA(1, 0, 13)x(1, 0, 1, 24)",Ya,0.198082,Ya,0.001000,Tidak,264.64950514,19.44005904,22.86254532,5.47014400,15.63335731,0.01755848,2.72901943,0.80793492,-0.68062095
"ARIMA(1, 0, 14)",Ya,0.978089,Ya,0.001000,Tidak,85.98877168,19.17820879,28.44720144,5.42738820,21.69870263,0.01751821,3.60352631,0.81307416,-1.60195457
"SARIMA(1, 0, 14)x(1, 0, 0, 24)",Ya,0.000000,Tidak,0.001000,Tidak,215.59645557,25.19587132,30.48482255,9.82310207,24.76987007,0.02435673,4.12916665,0.67736460,-1.98805066
"SARIMA(1, 0, 14)x(0, 0, 1, 24)",Tidak,0.811098,Ya,0.001000,Tidak,63.37568951,19.45540200,22.21995010,5.31875179,14.82378120,0.01730759,2.58549406,0.80763162,-0.58747456
"SARIMA(1, 0, 14)x(1, 0, 1, 24)",Ya,0.749311,Ya,0.001000,Tidak,317.51489806,19.43317310,23.14697477,5.46451446,16.28223146,0.01755095,2.82923771,0.80807096,-0.72269777
"ARIMA(1, 0, 15)",Ya,0.999716,Ya,0.001000,Tidak,94.29144454,19.17450254,28.18801500,5.41377858,21.24257318,0.01749634,3.53462174,0.81314640,-1.55475702
"SARIMA(1, 0, 15)x(1, 0, 0, 24)",Ya,0.000000,Tidak,0.001000,Tidak,156.37047577,25.08914906,29.87016588,10.20577213,23.71966953,0.02496605,3.96774273,0.68009198,-1.86877101
"SARIMA(1, 0, 15)x(0, 0, 1, 24)",Tidak,0.989002,Ya,0.001000,Tidak,61.67910123,19.45035586,21.59729592,5.31836444,14.47339649,0.01730874,2.53842723,0.80773140,-0.49975173
"SARIMA(1, 0, 15)x(1, 0, 1, 24)",Ya,0.977115,Ya,0.001000,Tidak,319.22221255,19.42855998,23.66629961,5.45920385,17.20011895,0.01754387,2.97097280,0.80816207,-0.80086572
"ARIMA(2, 0, 1)",Ya,0.000000,Tidak,0.001000,Tidak,7.41532588,19.34731719,30.21866980,5.66413916,25.28066911,0.01792867,4.14663226,0.80976310,-1.93610309
"SARIMA(2, 0, 1)x(1, 0, 0, 24)",Ya,0.000000,Tidak,0.001000,Tidak,54.95217323,19.75639844,130.94583514,4.99458360,110.49397390,0.01675234,17.06584528,0.80163328,-54.13203128
"SARIMA(2, 0, 1)x(0, 0, 1, 24)",Ya,0.000000,Tidak,0.001000,Tidak,10.2214036,19.75645417,128.27529328,4.99234548,108.09373792,0.01674876,16.70157233,0.80163216,-51.90620944
"SARIMA(2, 0, 1)x(1, 0, 1, 24)",Ya,0.000000,Tidak,0.001000,Tidak,40.65914035,19.71699119,53.43660641,5.33177852,41.72575476,0.01730998,6.63656895,0.80242384,-8.18117686
"ARIMA(2, 0, 2)",Ya,0.000000,Tidak,0.001000,Tidak,16.0427494,19.34599760,30.22679636,5.67077994,25.29814409,0.01794386,4.14931845,0.80978905,-1.93768249
"SARIMA(2, 0, 2)x(1, 0, 0, 24)",Tidak,0.000000,Tidak,0.001000,Tidak,74.60056925,19.76793930,26.63904545,4.95040908,17.65207516,0.01668075,2.99650763,0.80140146,-1.28169679
"SARIMA(2, 0, 2)x(0, 0, 1, 24)",Tidak,0.000000,Tidak,0.001000,Tidak,12.63711834,19.75627338,127.55010237,4.99310079,107.44155307,0.01674972,16.60259451,0.80163579,-51.30970096
"SARIMA(2, 0, 2)x(1, 0, 1, 24)",Tidak,0.000000,Tidak,0.001000,Tidak,89.37507248,19.71771957,74.94996356,5.33476446,61.27966608,0.01731415,9.60068260,0.80240924,-17.06190137
"ARIMA(2, 0, 3)",Tidak,0.000000,Tidak,0.001000,Tidak,9.87085295,19.34648409,30.22687080,5.66794229,25.29829583,0.01793923,4.14934185,0.80977948,-1.93769696
"SARIMA(2, 0, 3)x(1, 0, 0, 24)",Error,Error,Error,Error,Error,63.68139911,Error,Error,Error,Error,Error,Error,Error,Error
"SARIMA(2, 0, 3)x(0, 0, 1, 24)",Ya,0.000000,Tidak,0.001000,Tidak,65.5575583,19.45867838,88.96811436,5.18648920,73.22235648,0.01706453,11.41028121,0.80756683,-24.45009374
"SARIMA(2, 0, 3)x(1, 0, 1, 24)",Ya,0.000000,Tidak,0.001000,Tidak,120.06116915,19.47111023,84.29653336,5.45129710,71.48281338,0.01750394,11.14996878,0.80732086,-21.84757145
"ARIMA(2, 0, 4)",Ya,0.000135,Tidak,0.001000,Tidak,54.99833202,19.17999688,25.74696766,5.37059403,17.50027225,0.01742156,2.96782916,0.81303930,-1.13143842
"SARIMA(2, 0, 4)x(1, 0, 0, 24)",Error,Error,Error,Error,Error,115.01895881,Error,Error,Error,Error,Error,Error,Error,Error
"SARIMA(2, 0, 4)x(0, 0, 1, 24)",Ya,0.000002,Tidak,0.001000,Tidak,41.01194882,19.47074381,105.66673860,5.18268993,87.86189170,0.01706865,13.63133700,0.80732812,-34.90022914
"SARIMA(2, 0, 4)x(1, 0, 1, 24)",Ya,0.003611,Tidak,0.001000,Tidak,194.36843348,19.42800548,44.99175384,5.38855884,34.18633083,0.01742158,5.49436785,0.80817302,-5.50858319
"ARIMA(2, 0, 5)",Tidak,0.119459,Ya,0.001000,Tidak,23.47308779,19.18013169,28.87288114,5.44786899,22.50328180,0.01756126,3.72459697,0.81303667,-1.68040772
"SARIMA(2, 0, 5)x(1, 0, 0, 24)",Error,Error,Error,Error,Error,66.45669746,Error,Error,Error,Error,Error,Error,Error,Error
"SARIMA(2, 0, 5)x(0, 0, 1, 24)",Tidak,0.307107,Ya,0.001000,Tidak,40.65052223,19.45353060,66.37292940,5.19294037,53.05285218,0.01709335,8.35249435,0.80766863,-13.16454361
"SARIMA(2, 0, 5)x(1, 0, 1, 24)",Tidak,0.881161,Ya,0.001000,Tidak,235.98346925,19.42125781,32.05692760,5.38620440,22.49120488,0.01742198,3.72598459,0.80830624,-2.30418539
"ARIMA(2, 0, 6)",Tidak,0.849416,Ya,0.001000,Tidak,31.2557261,19.17623635,28.45855891,5.42055532,21.72186402,0.01751402,3.60655505,0.81311261,-1.60403264
"SARIMA(2, 0, 6)x(1, 0, 0, 24)",Error,Error,Error,Error,Error,67.87980342,Error,Error,Error,Error,Error,Error,Error,Error
"SARIMA(2, 0, 6)x(0, 0, 1, 24)",Tidak,0.931520,Ya,0.001000,Tidak,51.26944709,19.45056649,56.39946161,5.20242370,44.24436759,0.01711145,7.01786746,0.80772724,-9.22752455
